118	14930352	2053	0	66	15728640	2147483648	270532674	12916861	118
118	14930352	2053	0	66	15728640	2147483648	270532674	12916861	118
118	14930352	2053	0	66	15728640	2147483648	270532674	12916861	118
118	14930352	2053	0	66	15728640	2147483648	270532674	12916861	118
119	14930352	2053	0	66	15728640	2147483648	270532674	12916861	119
119	14930352	2053	0	66	15728640	2147483648	270532674	12916861	119
119	14930352	2053	0	66	15728640	2147483648	270532674	12916861	119
119	14930352	2053	0	66	15728640	2147483648	270532674	12916861	119
119	14930352	2053	0	66	15728640	2147483648	270532674	12916861	119
119	14930352	2053	0	66	15728640	2147483648	270532674	12916861	119
120	14930352	2053	0	66	15728640	2147483648	270532674	12916861	120
120	14930352	2053	0	66	15728640	2147483648	270532674	12916861	120
120	14930352	2053	0	66	15728640	2147483648	270532674	12916861	120
120	14930352	2053	0	66	15728640	2147483648	270532674	12916861	120
120	14930352	2053	0	66	15728640	2147483648	270532674	12916861	120
120	14930352	2053	0	66	15728640	2147483648	270532674	12916861	120
121	14930352	2053	0	66	15728640	2147483648	270532674	12916861	121
121	14930352	2053	0	66	15728640	2147483648	270532674	12916861	121
121	14930352	2053	0	66	15728640	2147483648	270532674	12916861	121
121	14930352	2053	0	66	15728640	2147483648	270532674	12916861	121
121	14930352	2053	0	66	15728640	2147483648	270532674	12916861	121
121	14930352	2053	0	66	15728640	2147483648	270532674	12916861	121
122	14930352	2053	0	66	15728640	2147483648	270532674	12916861	122
122	14930352	2053	0	66	15728640	2147483648	270532674	12916861	122
122	14930352	2053	0	66	15728640	2147483648	270532674	12916861	122
122	14930352	2053	0	66	15728640	2147483648	270532674	12916861	122
122	14930352	2053	0	66	15728640	2147483648	270532674	12916861	122
123	14930352	2053	0	66	15728640	2147483648	270532674	12916861	123
123	14930352	2053	0	66	15728640	2147483648	270532674	12916861	123
123	14930352	2053	0	66	15728640	2147483648	270532674	12916861	123
123	14930352	2053	0	66	15728640	2147483648	270532674	12916861	123
123	14930352	2053	0	66	15728640	2147483648	270532674	12916861	123
123	14930352	2053	0	66	15728640	2147483648	270532674	12916861	123
123	14930352	2053	0	66	15728640	2147483648	270532674	12916861	123
124	14930352	2053	0	66	15728640	2147483648	270532674	12916861	124
124	14930352	2053	0	66	15728640	2147483648	270532674	12916861	124
124	14930352	2053	0	66	15728640	2147483648	270532674	12916861	124
124	14930352	2053	0	66	15728640	2147483648	270532674	12916861	124
124	14930352	2053	0	66	15728640	2147483648	270532674	12916861	124
124	14930352	2053	0	66	15728640	2147483648	270532674	12916861	124
125	14930352	2053	0	66	15728640	2147483648	270532674	12916861	125
125	14930352	2053	0	66	15728640	2147483648	270532674	12916861	125
125	14930352	2053	0	66	15728640	2147483648	270532674	12916861	125
125	14930352	2053	0	66	15728640	2147483648	270532674	12916861	125
125	14930352	2053	0	66	15728640	2147483648	270532674	12916861	125
125	14930352	2053	0	66	15728640	2147483648	270532674	12916861	125
126	14930352	2053	0	66	15728640	2147483648	270532674	12916861	126
126	14930352	2053	0	66	15728640	2147483648	270532674	12916861	126
