fib_sum	dfsr	ifsr	actlr	cpacr	pmcr	cache_aux_cntrl	cntrl
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	24
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	24
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	24
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	24
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	25
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	25
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	25
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	25
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	25
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	25
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	26
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	26
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	26
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	26
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	26
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	26
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	26
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	27
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	27
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	27
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	27
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	27
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	28
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	28
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	28
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	28
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	28
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	28
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	28
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	29
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	29
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	29
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	29
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	29
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	29
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	30
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	30
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	30
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	30
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	30
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	30
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	31
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	31
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	31
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	31
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	31
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	31
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	31
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	32
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	32
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	32
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	32
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	32
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	32
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	33
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	33
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	33
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	33
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	33
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	33
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	33
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	34
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	34
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	34
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	34
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	34
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	34
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	35
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	35
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	35
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	35
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	35
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	35
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	36
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	36
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	36
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	36
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	36
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	36
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	36
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	37
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	37
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	37
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	37
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	37
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	37
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	38
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	38
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	38
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	38
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	38
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	38
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	38
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	39
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	39
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	39
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	39
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	39
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	39
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	40
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	40
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	40
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	40
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	40
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	40
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	41
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	41
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	41
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	41
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	41
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	41
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	41
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	42
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	42
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	42
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	42
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	42
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	42
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	43
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	43
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	43
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	43
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	43
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	43
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	43
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	44
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	44
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	44
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	44
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	44
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	45
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	45
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	45
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	45
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	45
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	45
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	45
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	46
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	46
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	46
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	46
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	46
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	46
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	46
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	47
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	47
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	47
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	47
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	47
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	47
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	48
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	48
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	48
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	48
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	48
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	48
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	48
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	49
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	49
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	49
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	49
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	49
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	50
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	50
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	50
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	50
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	50
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	50
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	50
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	51
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	51
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	51
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	51
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	51
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	51
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	52
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	52
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	52
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	52
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	52
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	52
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	52
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	53
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	53
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	53
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	53
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	53
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	53
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	54
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	54
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	54
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	54
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	54
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	54
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	55
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	55
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	55
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	55
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	55
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	55
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	55
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	56
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	56
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	56
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	56
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	56
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	56
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	57
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	57
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	57
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	57
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	57
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	57
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	58
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	58
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	58
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	58
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	58
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	58
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	58
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	59
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	59
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	59
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	59
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	59
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	59
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	60
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	60
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	60
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	60
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	60
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	60
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	61
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	61
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	61
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	61
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	61
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	61
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	62
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	62
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	62
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	62
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	62
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	62
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	62
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	63
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	63
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	63
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	63
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	63
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	63
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	63
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	64
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	64
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	64
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	64
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	64
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	64
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	65
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	65
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	65
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	65
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	65
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	65
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	66
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	66
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	66
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	66
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	66
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	66
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	67
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	67
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	67
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	67
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	67
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	67
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	67
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	68
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	68
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	68
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	68
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	68
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	68
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	69
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	69
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	69
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	69
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	69
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	69
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	70
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	70
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	70
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	70
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	70
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	70
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	70
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	71
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	71
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	71
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	71
14930352	0	8	2147485248	15728640	2147483648	270532674	12916861	71
